cluster,level1_category,level2_category,level3_category,顏色,L1,L2,L3,品牌,品號,商品名稱
FMCG,Beauty,Beauty Tools,Brush,藍,綠色生活,美妝保養｜純淨成分,香氛/SPA,Bonnie House 植享家,10542865,【Bonnie House 植享家】雙有機精油5ml（兩入組）+馨馨香息賞香儀
FMCG,Beauty,Beauty Tools,Brush,藍,綠色生活,美妝保養｜純淨成分,推薦品牌,THE BODY SHOP 美體小舖,10725988,【THE BODY SHOP 美體小舖】五小福果香護手精選原裝禮盒(生日禮物/情人節禮物)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,JOURDENESS 佐登妮絲,10342017,【佐登妮絲】SUPIDO速捷補色梳-巧克深棕(日本原裝進口)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,黑淬絲,12629782,【黑淬絲】植萃洗護梳旅行3件組（50ml2瓶＋隨身氣墊按摩梳）
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,身體清潔,泡澡,Sheng Wen 梁時,12784725,【Sheng Wen 梁時】開運平安艾草包8入(艾草淨身 除穢平安梳洗包 驅蟲防蚊 艾草包)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,MUK 潮嘜,12832928,【MUK 潮嘜】柔絲洗髮乳/護髮素 1000ml(柔順最好梳理之洗髮精/潤絲)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,莉婕,12933109,【莉婕】頂級一按即梳染髮霜(5色可選)
FMCG,Beauty,Beauty Tools,Comb,藍,文具樂器,文具用品,辦公用品,,13117540,【瓶罐收納】桌面梳妝鏡收納盒(抽屜盒 化妝品 收納櫃 化妝鏡 梳妝台 櫃子 置物櫃 口紅 刷具架)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,莉婕,13228731,【莉婕】頂級一按即梳染髮霜3入組(5色可選)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,FUSARI 馥絲麗,13531565,【FUSARI 馥絲麗】momo獨家組合(馥絲麗養髮精華+補充包*2+按摩梳)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,沙龍髮品,精選沙龍品牌,La CASTA 蕾珂詩,13547351,【La CASTA 蕾珂詩】沙龍級頭皮淨化按摩梳(官方直營/放鬆頭皮．深層清潔．護理髮絲)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,Addme 愛戴美,13814374,【Addme 愛戴美】一次性染髮棒(護髮 染髮 美髮 染髮梳 植物染髮)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,沙龍髮品,精選沙龍品牌,La CASTA 蕾珂詩,13957028,【La CASTA 蕾珂詩】沙龍級頭皮賦活按摩梳(官方直營/按摩頭皮．梳開糾結．全髮質適用)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,沙龍髮品,精選沙龍品牌,RENATA 蕾娜塔,14094534,【RENATA 蕾娜塔】源生植密養髮精華60ml (官方直營 強健 修護 豐盈 頭皮水 頭皮精華液 附贈倒液梳)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,,14188255,【MEIDIAN】美髮棒 2入組(染髮/梳髮/補色)
FMCG,Beauty,Beauty Tools,Comb,藍,文具樂器,文具用品,學習用品,,14195148,夢幻藍透明360度旋轉收納筒(分格 化妝品盒 梳妝台 桌面 刷具口紅 美妝工具 桌上整理 筆筒)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,牙膏牙刷,口腔清潔 品牌,白人,5506473,【白人】旅行超值5件組X1入(牙刷X1+牙膏X1+沐浴乳X1+洗髮精X1+梳子X1)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,染髮造型,本月主打,GATSBY,6050513,【GATSBY】經典後梳髮油80g
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,ROUDYE 柔蝶,6306697,【ROUDYE 柔蝶】水亮V-B5護髮霜560ml(滋潤 保濕 柔順 亮麗好梳理)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,沙龍髮品,精選沙龍品牌,La CASTA 蕾珂詩,6400541,【La CASTA 蕾珂詩】沙龍級頭皮按摩豬鬃梳(細軟髮適用)
FMCG,Beauty,Beauty Tools,Comb,藍,綠色生活,美妝保養｜純淨成分,臉部保養,O’right 歐萊德,6615391,【O’right 歐萊德】經典氣墊梳(天然原木打造)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,黑淬絲,8707190,【黑淬絲】氣墊按摩木梳隨身款(旅行梳 氣墊梳 按摩梳 頭皮按摩 竹針 櫸木)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,MUK 潮嘜,9462171,【MUK 潮嘜】柔絲洗髮乳/護髮素 300ml(柔順最好梳理之洗髮液/潤絲)
FMCG,Beauty,Beauty Tools,Comb,黃,個人清潔,洗髮精/潤護髮,本月主打活動,黑淬絲,9507317,【黑淬絲】氣墊按摩木梳經典款(氣墊梳 按摩梳 頭皮按摩 竹針 櫸木)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10000878,【THE BODY SHOP 美體小舖】自由綻香 茉莉&白鳶尾身體芳香菁露-100ML(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10000879,【THE BODY SHOP 美體小舖】叛逆絲絨 玫瑰花蕾&琥珀身體芳香菁露-100ML(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10000881,【THE BODY SHOP 美體小舖】活漾香韻 佛手柑&百合身體芳香菁露-100Ml(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10000882,【THE BODY SHOP 美體小舖】璀璨悸動 櫻花&桂花身體芳香菁露-100ML(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Mustela 慕之恬廊,10043541,【Mustela 慕之恬廊】慕之幼 加量版多慕雙潔乳 750mlX2入(寶寶 嬰兒 沐浴乳洗髮精 公司貨 台灣獨家總代理)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,館長推薦,DHC,10069522,【DHC】維他命B群90日份3包組(180粒/包 改善疲勞 補充體力 日本原裝進口)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,Elastine髮品,ELASTINE,10144851,【ELASTINE】胺基酸修護系列精華髮油150ml(依蘭x茉莉花/白玫瑰x牡丹/英國梨x小蒼蘭/白玫瑰x白麝香)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,10144852,【ON THE BODY】花漾香氛沐浴乳900g(甜美櫻花/浪漫鳶尾花/優雅玫瑰任選1入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,ON THE BODY洗沐,ON THE BODY,10144853,【ON THE BODY】VEILMENT珍珠煥白香水沐浴精600mL(麝香/柑橘任選1入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Soapberry 古寶無患子,館長推薦,古寶無患子,10205075,【古寶無患子】招福平安潔顏活膚晶(100gX1入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,10234754,【AVEDA】直感輕亮光緞造型乳 150ml(阻絕濕氣 72小時零毛燥)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,10253022,【DHC】B加C完美組(維他命C+B2 30日份+維他命B群30日份)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,CLARINS 克蘭詩,10272175,【CLARINS 克蘭詩】孕媽全新一代宛若新生撫紋霜175ml(撫紋霜/撫紋霜/妊娠霜)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,10291526,【ON THE BODY】花漾香氛沐浴乳900gX2入(甜美櫻花/浪漫鳶尾花/優雅玫瑰任選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,10324512,【MUJI 無印良品】泡沫洗手乳600ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,10354035,【3M】細滑牙線棒特惠組(單線1000支 或 雙線840支)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,10354040,【3M】兒童牙線棒散裝包38支x6包(共228支)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,MOLTEX 舒比,10478936,【MOLTEX 舒比】黏貼型無慮紙尿褲XS-38片x4包-箱購(歐洲原裝進口嬰兒紙尿褲)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,MOLTEX 舒比,10478938,【MOLTEX 舒比】褲型無慮尿布M-22片x4包-箱購(歐洲原裝進口嬰兒紙尿褲)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,MOLTEX 舒比,10483202,【MOLTEX 舒比】黏貼型無慮紙尿褲M-29片x6包-箱購(歐洲原裝進口嬰兒紙尿褲)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10492297,【THE BODY SHOP 美體小舖】靜舒心 身體磨砂膏-275G(身體去角質)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,MOLTEX 舒比,10506229,【MOLTEX 舒比】褲型無慮尿布M-22片x1包(歐洲原裝進口嬰兒紙尿褲)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,MOLTEX 舒比,10506231,【MOLTEX 舒比】黏貼型無慮紙尿褲S-33片x1包(歐洲原裝進口嬰兒紙尿褲)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,推薦品牌,ECOVER 宜珂,10507333,即期品【ECOVER 宜珂】生態環保地板清潔劑1000ml
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,推薦品牌,ECOVER 宜珂,10528093,【ECOVER 宜珂】多功能濃縮清潔劑 -檸檬生薑1000ml(廚房 浴室 地板 磁磚 辦公室清潔)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,CLARINS 克蘭詩,10530105,【CLARINS 克蘭詩】孕期身體調和護理油 100ml(調和油/按摩油)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,CLARINS 克蘭詩,10530756,【CLARINS 克蘭詩】孕媽全新一代宛若新生撫紋霜 175ml(撫紋霜/妊娠霜/美體霜)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,10531016,【DHC】活力綜合維他命30日份5入組(30粒/入 增強體力 增強免疫 日本製)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,10727602,【MUJI 無印良品】洗手乳/600ml
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體頭髮系列,THE BODY SHOP 美體小舖,10738296,【THE BODY SHOP 美體小舖】湛藍麝香身體芳香菁露-100ML(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,10780532,【innisfree】火山泥毛孔調理潔面乳 150g(BHA水楊酸添加)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,館長推薦,DHC,10781389,【DHC】維他命C+B2 30日份3入組(60粒/入 抗氧 高濃度 B2)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,館長推薦,CHIC CHOC,10842238,【CHIC CHOC】東方美人皂 100g(多款任選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,館長推薦,CHIC CHOC,10842239,【CHIC CHOC】東方美人皂100g x3入
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,品牌總覽,CHIC CHOC,10842240,【CHIC CHOC】東方美人皂 100gx6入
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Soapberry 古寶無患子,館長推薦,古寶無患子,10861293,【古寶無患子】4入任選保水香氛沐浴露/潔膚露600g(檸檬馬鞭草/舒緩無患子/青檸橙花/白茶椿花/櫻花紫羅蘭)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,BIBS,10889039,【BIBS】Knitted Blanket 針織棉毯(原裝進口公司貨)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,La Millou,10914673,【La Millou】暖膚豆豆毯-標準款(多款可選-保暖毯保暖被寶寶毯嬰兒毯遊戲墊)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,La Millou,10914674,【La Millou】經典彌月禮-單面巧柔豆豆毯標準款+豆豆小豬枕(附送禮禮盒+提袋_多款可選_彌月禮盒)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,DHC熱銷分類,DHC,10924081,【DHC】活力鋅元素30日份9入組(30粒/入 代謝 提升體力 活力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,Lovense,女神愉悅,Lovense,10946161,【Lovense】Exomoon 口紅型智能震動器(情趣職人 情趣按摩棒 情趣用品 女生自慰器)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,L’OREAL 巴黎萊雅PRO,品項分類,L’OREAL 巴黎萊雅PRO,11002083,【L’OREAL 巴黎萊雅PRO】絲漾博甦活髮韌髮膜 250ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,L’OREAL 巴黎萊雅PRO,品項分類,L’OREAL 巴黎萊雅PRO,11004263,【L’OREAL 巴黎萊雅PRO】絲漾博飽和護色髮膜250ml(護色/染後持色/光澤)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,L’OREAL 巴黎萊雅PRO,品項分類,L’OREAL 巴黎萊雅PRO,11004274,【L’OREAL 巴黎萊雅PRO】絲芮雅平衡健髮露300ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11009771,【AVEDA】蘊活淨瑕舒敏菁萃50ml(全新頭皮保養 呵護髮肌齡)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11009774,【AVEDA】蘊活淨瑕潔膚凝膠150ml(全新頭皮保養 呵護髮肌齡)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11009977,【AVEDA】花植結構重鍵隨型乳150ml(裸妝秀髮 輕柔造型)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11009979,【AVEDA】蘊活淨瑕頭皮調理液100ml(全新頭皮保養 呵護髮肌齡)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11011829,【AVEDA】蘊活煥欣增量強韌乳 100ml(免沖洗精華 秀髮豐盈拉提)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,ATTITUDE 艾特優,11154328,【ATTITUDE 艾特優】嬰幼兒2合1泡沫洗髮沐浴露-甜蘋果組（295ml+295ml）
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,館長推薦,DHC,11154958,【DHC】綜合維生素組(活力綜合維他命30粒/入+綜合礦物質錠90粒/入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,11189745,【MUJI 無印良品】泡沫洗手乳(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,11189746,【MUJI 無印良品】泡沫洗手乳補充包230 ml(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,11189747,【MUJI 無印良品】洗手乳/600ml(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,11189748,【MUJI 無印良品】洗手乳補充包230 ml(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11228858,【AVEDA】蘊活煥欣增量蓬髮雲 150ml(豐盈蓬鬆髮 造型首選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Soapberry 古寶無患子,館長推薦,耕心田,11290606,【耕心田】香水檸檬 洗髮露(400g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,BIBS,11290725,【BIBS】Liberty 有機棉蓋毯(原裝進口公司貨)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,11388218,【3M】兒童牙線棒散裝包38支x12包共456支
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,11389291,【Aveeno 艾惟諾】燕麥沐浴露532ml(沐浴乳)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,11389293,【Aveeno 艾惟諾】燕麥高效舒緩沐浴露532ml(沐浴乳)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,美妝保養,TRILOGY 奇境,11398369,【紐西蘭trilogy】有機玫瑰果油30ml抗氧化加強版(x2)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Listerine 李施德霖,11411299,【Listerine 李施德霖】全效護理漱口500mlx4(防蛀/抗敏感/溫和/牙齦/亮白)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,CLARINS 克蘭詩,11425778,【CLARINS 克蘭詩】孕媽咪撫紋調理呵護組(撫紋霜+調和油 孕婦按摩 孕期護理)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,11586479,【ON THE BODY】積雪草潔淨沐浴露1000ml任選1入(森林薄荷/爽身粉香/白麝香)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,THE BODY SHOP,館長推薦,THE BODY SHOP 美體小舖,11596757,【THE BODY SHOP 美體小舖】淨膚卸妝潔顏組(茶樹潔面膠60ML+洋甘菊卸妝霜20ML)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,11660262,【DHC】維他命B群30日份(60粒/入)*3入組(改善疲勞 補充體力 日本原裝進口)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,11661349,【innisfree】火山泥毛孔調理潔面乳 250g(加大版 /2入組/共500g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,AVEDA,館長推薦,AVEDA,11711435,【AVEDA】蘊活淨瑕潔膚凝膠三件組 150mlX3(全新頭皮保養 呵護髮肌齡)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,L’OREAL 巴黎萊雅PRO,品項分類,L’OREAL 巴黎萊雅PRO,11723433,【L’OREAL 巴黎萊雅PRO】絲漾博飽和護色護髮乳200ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,11824427,【ON THE BODY】積雪草潔淨沐浴露1000mlx2入
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,推薦品牌,ECOVER 宜珂,11851455,【ECOVER 宜珂】廚房及各式表面清潔劑-檸檬草柑橘 500ml(氣炸鍋 微波爐)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11857269,【AVEDA】護色穎采鎖色精華100ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,11925350,【Aveeno 艾惟諾】長效燕麥沐浴露532mlX2入(薰衣草/活力果香/燕麥)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,11939722,【AVEDA】蘊活光萃Omega 5璀璨精華乳 100ml(提升2倍保濕 護髮乳)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,11957253,【Aveeno 艾惟諾】超值4入-長效燕麥沐浴露532ml(薰衣草香氛/活力果香/燕麥/高效舒緩任選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,豐傑生醫,產品分類,FJ 豐傑生醫,12114660,【FJ豐傑生醫】水楊酸抗痘機能沐浴露-500ml/瓶(胸背部痘痘沐浴乳ｘ收斂毛孔ｘ幫助角質代謝抗菌)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,12119490,【MUJI 無印良品】甘油皂/花草 100g
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,舒潔,靠得住Kotex,Kotex 靠得住,12208381,【Kotex 靠得住】完美封漏 後漏終結 棉柔 夜用衛生棉 35cm 9片x2包x3串(月亮CC圈)-生活超市嚴選
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,豐傑生醫,產品分類,FJ 豐傑生醫,12237767,【FJ豐傑生醫】3分鐘強韌奇蹟護髮膜-250ml/瓶(沙龍級護髮ｘ脆弱髮救星)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12296077,【DHC】強身馬卡30日份(90粒/包 秘魯人參 高濃度馬卡萃取 鋅)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Simba 小獅王辛巴,12396497,【Simba 小獅王辛巴官方直營】高分解酵素奶瓶清潔劑(800ml)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,12496667,【innisfree】火山泥毛孔調理潔面乳150g(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12500446,【DHC】維他命D 30日份(30粒/包 促進鈣吸收 骨骼健康 全家保健首選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,12514474,【3M】護牙牙間刷L型SSS 0.7mm(12支x3卡 共36支)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12523725,【DHC】強身馬卡30日份3包組(90粒/包 秘魯人參 高濃度馬卡)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12526401,【DHC】強身馬卡30日份2包組(90粒/包 秘魯人參 高濃度 提振精神)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12532265,【DHC】維他命C+B2 30日份3包組+維他命D 30日份3包組
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12532266,【DHC】保護提升組合(維他命C+B2 60粒/包+B群60粒/包+D 30粒/包)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12532268,【DHC】維他命D 30日份2包組(30粒/包 促進鈣吸收 骨骼健康 全家保健首選)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12532269,【DHC】維他命D 30日份3包組(30粒/包 促進鈣吸收 骨骼健康 全家保健首選)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,12532270,【DHC】維他命D 30日份5包組(30粒/包 促進鈣吸收 骨骼健康 全家保健首選)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,12552889,【innisfree】綠茶保濕胺基酸潔面乳150g(3入組)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12592976,【KERASTASE 巴黎卡詩】柔舞絲光髮浴250ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,12635001,【AVEDA】花植結構超導重鍵水精華 150ml(十秒速效護髮 重啟光澤強韌)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,12657672,【AVEDA】寧·紓壓美體潤膚乳 200ml(呼吸零壓力的舒緩純香)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,12701099,【Aveeno 艾惟諾】燕麥煥光奇肌磨砂膏(225g☆)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,館長推薦,KERASTASE 巴黎卡詩,12746644,【KERASTASE 巴黎卡詩】粉漾芯生頭皮調理精華90ml(頭皮精華/頭皮保養/蓬鬆/養髮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,產品系列,KERASTASE 巴黎卡詩,12746710,【KERASTASE 巴黎卡詩】黑鑽極萃逆時髮膜200ml(卡詩髮膜/護髮/修護)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,館長推薦,DHC,12766806,【DHC】藻回活力組(綠藻30日份+螺旋藻30日份)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12782211,【KERASTASE 巴黎卡詩】髮浴250ml二入組(黑鑽極萃逆時+粉漾芯生清爽型)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12783164,【KERASTASE 巴黎卡詩】髮浴250ml二入組(黑鑽極萃逆時+燦金絕色保濕型)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12793687,【KERASTASE 巴黎卡詩】極酵平衡頭皮精華雙入組(控油/舒緩頭皮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12793689,【KERASTASE 巴黎卡詩】極酵平衡+濃密芯生頭皮精華組(控油/舒緩)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12793835,【KERASTASE 巴黎卡詩】極酵平衡+粉漾芯生頭皮精華組
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,KERASTASE 巴黎卡詩,品項分類,KERASTASE 巴黎卡詩,12793837,【KERASTASE 巴黎卡詩】粉漾芯生+濃密芯生頭皮精華雙入組(男女頭皮精華限定組/蓬鬆/控油)
