cluster,level1_category,level2_category,level3_category,顏色,L1,L2,L3,品牌,品號,商品名稱
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,頭髮保養與染髮系列,L’OREAL Paris 巴黎萊雅,15522005,【L’OREAL Paris 巴黎萊雅】金緻護髮精油100ml_2入組 髮芯精華乳/暖木裸香/金色/棕色/櫻桃/玫瑰
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15522345,【L’OREAL Paris 巴黎萊雅】金緻髮油超值組-髮油100mlx2+補包90ml(暖木裸香/金棕/櫻桃/草本/玫瑰/護髮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15534504,【L’OREAL Paris 巴黎萊雅】優媚霜三重護髮染髮霜/雙管染髮霜-韓韶禧PICK/沙龍級染護/12週持久遮白
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15534505,【L’OREAL Paris 巴黎萊雅】優媚霜時尚魅力染髮霜_多色任選(8周持色/免漂髮/染髮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15535093,【L’OREAL Paris 巴黎萊雅】優媚霜三重護髮染髮霜/雙管染髮霜(染髮/12週持久遮白)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,飾品配件,3COINS,15545102,【3COINS】可摺疊收納旅行包(台灣限定版)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545505,【3COINS】軟木蓋玻璃密封罐500ml
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545509,【3COINS】軟木蓋玻璃密封罐800ml
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545511,【3COINS】可堆疊密封罐S
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545517,【3COINS】可堆疊密封罐L
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545616,【3COINS】可堆疊密封罐M
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545660,【3COINS】可堆疊密封罐LL
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15545940,【3COINS】附背帶不鏽鋼隨行杯
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15547351,【3COINS】木製筷子5雙組
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15548804,【3COINS】寬底便當袋
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,3COINS,廚房用品,3COINS,15548841,【3COINS】方形玻璃密封罐500ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15550902,【L’OREAL Paris 巴黎萊雅】金緻柔亮護髮組（珍珠蛋白/玻尿酸/黃金柔韌修護系列洗髮露/護髮素*2＋髮油）
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15585999,【L’OREAL Paris 巴黎萊雅】金緻髮芯修護精華乳90ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,館長推薦,RMK,15593524,【RMK】雙效潔膚露買1送2迅速洗淨組
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,館長推薦,Kanebo 佳麗寶,15593533,【Kanebo 佳麗寶】KANEBO 保濕緻潤洗顏皂霜買1送2組
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,PAULA'S CHOICE 寶拉珍選,館長推薦,PAULA'S CHOICE 寶拉珍選,15596294,即期品【PAULA’S CHOICE 寶拉珍選】淨無痘去角質液30ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Soapberry 古寶無患子,品項分類,古寶無患子,15599085,【古寶無患子】2瓶入 草本柔順滋養護髮精華320g(無矽靈/維生素B5/有機山茶花油/摩洛哥油)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Soapberry 古寶無患子,品項分類,古寶無患子,15599086,【古寶無患子】2瓶入 古寶璀璨光澤修護柔順髮膜180ml(柔亮滑順/結構式護髮/強韌髮芯)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15607489,【L’OREAL Paris 巴黎萊雅】黃金結構賦活修護髮膜200m ◎
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15612067,【L’OREAL Paris 巴黎萊雅】優媚霜時尚魅力染髮霜 2入組(8周持色/免漂髮/染髮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15612068,【L’OREAL Paris 巴黎萊雅】優媚霜時尚魅力染髮霜 4入組(8周持色/免漂髮/染髮)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LOREAL巴黎萊雅,館長推薦,L’OREAL Paris 巴黎萊雅,15619525,【L’OREAL Paris 巴黎萊雅】優媚霜三重護髮染髮霜/雙管染髮霜4入組(染髮/12週持久遮白)韓韶禧PICK
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,AVEDA,館長推薦,AVEDA,15620383,【AVEDA】純香奇蹟光澤護髮露 雙入組 50mlx2(ELLE國際美妝大獎 - 2026年度最佳髮品)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,SABON,品項分類,SABON,15620386,【SABON】官方直營 清新潔淨磨砂組(迷迭香臉部磨砂凝露125ml+頭皮磨砂膏90g)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kanebo佳麗寶 東方美集團,館長推薦,Kanebo 佳麗寶,15632008,【Kanebo 佳麗寶】買1送1★DEW 水潤潔膚/Honey蜜/洗顏皂霜/奶蓋皂
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,館長推薦,Aveeno 艾惟諾,15649624,【Aveeno 艾惟諾】超值2入_燕麥高效舒緩沐浴露532ml(沐浴乳)-JOGUMAN聯名
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,SABON,明星三部曲,SABON,15658697,【SABON】官方直營 熱帶果嶼二部曲限量組(沐浴油500ml+身體磨砂膏320g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,推薦品牌,ECOVER 宜珂,3338970,【ECOVER 宜珂】馬桶清潔凝露-海洋鼠尾草750ml(植萃 不傷環境)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468319,【Das Marchen 德國童話】伯爵紅茶BOP 85g/盒
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468329,【Das Marchen 德國童話】阿薩姆紅茶TGFOP1(85g/盒)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468349,【Das Marchen 德國童話】錫蘭紅茶OP(85g/盒)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468351,【Das Marchen 德國童話】德式玫瑰茶(100g/盒)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468359,【Das Marchen 德國童話】蜜桃玫果茶(100g/盒)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,3468363,【Das Marchen 德國童話】紅莓香橙茶(100g/盒)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,歐碧o.b.,o.b. 歐碧,3822306,【歐碧o.b.】衛生棉條迷你型(16條/盒_指入型/非導管)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,歐碧o.b.,o.b. 歐碧,3822308,【歐碧o.b.】衛生棉條普通型(16條/盒_指入型/非導管)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,歐碧o.b.,o.b. 歐碧,3822310,【歐碧o.b.】衛生棉條量多夜安型(16條/盒_指入型/非導管)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,大地之愛,4238871,【大地之愛】親子呵護膏-25g(有機金盞花 屁屁膏、修護保濕霜)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,VANICREAM 薇霓肌本,4422438,【VANICREAM 薇霓肌本】全日高效修護保濕乳霜–家庭號(453g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Mustela 慕之恬廊,4531497,【Mustela 慕之恬廊】慕之幼 高效雙潔乳 300ml(寶寶/嬰兒/新生兒/幼兒/兒童 洗髮精 沐浴乳)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,VANICREAM 薇霓肌本,4628404,【VANICREAM 薇霓肌本】胺基酸保濕乳霜皂(110g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,VANICREAM 薇霓肌本,4629090,【VANICREAM 薇霓肌本】逆齡亮白緊緻修護霜(56g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體功能/品項,THE BODY SHOP 美體小舖,4647496,【THE BODY SHOP 美體小舖】粉紅葡萄柚活力身體芳香菁露-100ML(芳香噴霧/香水)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654127,【Noodle&Boo】寶寶溫和洗髮精(237ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654521,【Noodle&Boo】寶貝健康洗手乳(355ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654526,【Noodle&Boo】寶貝貝修護霜(96.39g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654528,【Noodle&Boo】寶寶軟綿綿乳液(237ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654529,【Noodle&Boo】寶寶軟綿綿乳液-大(473ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654531,【Noodle&Boo】二合一洗髮沐浴乳(237ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654541,【Noodle&Boo】二合一洗髮沐浴乳-大(473ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654546,【Noodle&Boo】舒緩沐浴露(237ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654552,【Noodle&Boo】舒緩沐浴露-大(473ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,4654567,【Noodle&Boo】寶寶彈力泡泡浴-大(473ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,臉部功能/品項,THE BODY SHOP 美體小舖,4750619,【THE BODY SHOP 美體小舖】海藻淨化磨砂凝膠-125ML(臉部去角質)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,臉部功能/品項,THE BODY SHOP 美體小舖,4764242,【THE BODY SHOP 美體小舖】維他命C亮膚微晶煥膚磨砂乳-100ML(臉部去角質)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,產品系列,innisfree,4780674,【innisfree】蘋果籽泡泡潔面乳150ml
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,4784714,【innisfree】香榧鬥荳潔面乳 150g
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,身體功能/品項,THE BODY SHOP 美體小舖,4799041,【THE BODY SHOP 美體小舖】薄荷舒緩足部磨砂膏-100ML(足部去角質)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,大地之愛,5046771,【大地之愛】寶貝三合一泡泡露500ml(嬰兒沐浴、洗髮、泡泡浴三合一)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,大地之愛,5046776,【大地之愛】寶貝舒敏身體乳250ml(嬰兒沐浴日常保養讓肌膚形成一道防護膜)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Mustela 慕之恬廊,5237677,【Mustela 慕之恬廊】慕之幼 多慕雙潔乳 500ml(寶寶/嬰兒/新生兒/幼兒/兒童 洗髮精 沐浴乳 Mustela)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Mustela 慕之恬廊,5267533,【Mustela 慕之恬廊】慕之幼 多慕雙潔乳500mlX2入(寶寶 嬰兒 沐浴乳 洗髮精 公司貨 台灣獨家總代理)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,Kenvue,可伶可俐,C&C 可伶可俐,5290543,【可伶可俐】毛孔潔淨洗面露(100g)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,5458939,【ON THE BODY】經典香水沐浴精 900g(任選1入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,5462091,【ON THE BODY】SPA賦活沐浴露 600g任選1入(阿拉斯加/黑玫瑰/經典香/薰衣草/茉莉/鼠尾草)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,O right 歐萊德,品項分類,O’right 歐萊德,5661180,【O’right 歐萊德】捲髮造型膜100ml(持久完美捲度)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,館長推薦,ON THE BODY,6131927,【ON THE BODY】經典香水沐浴精900gX2入
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,6197037,【Das Marchen 德國童話】花草茶散茶任選1盒(玫瑰/阿爾卑斯/洋甘菊/舒壓/清新舒活/沁甜薄荷/檸檬草玫瑰)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,6197038,【Das Marchen 德國童話】精選紅茶散茶任選85gx1盒(阿薩姆/大吉嶺/錫蘭/伯爵)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,6215407,【innisfree】橄欖維他命E潔面乳(150g)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,口腔保健專區,麗奇,6236380,【麗奇】REACH潔牙線含蠟無味(50M)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,安心居家,Sophie Savon 蘇菲皂,6260736,【Sophie Savon 蘇菲皂】柚皮酵素家事皂 +網袋(黃金家事皂 去污/去味/護手 食器/衛浴水槽清潔 MIT手工皂)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,安心居家,Sophie Savon 蘇菲皂,6260779,【Sophie Savon 蘇菲皂】咖啡渣酵素家事皂 +網袋(黃金家事皂 去油/去味/護手 食器/鍋具/抹布 MIT手工皂)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,O right 歐萊德,品項分類,O’right 歐萊德,6306856,【O’right 歐萊德】合歡果泡沫洗手乳450ml(洗手慕絲、潔手慕斯)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,6326370,【MUJI 無印良品】攜帶用卸妝巾/12張
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,MUJI無印良品,新品上市,MUJI 無印良品,6326371,【MUJI 無印良品】攜帶用卸妝巾/大容量/30張
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,安心居家,CASTLE 家適多,6355123,【CASTLE 家適多】廚房全效萬用清潔劑500ml (強力去油垢/抽油煙機/瓦斯爐/低泡好沖洗)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,O’right 歐萊德,6357119,【O’right 歐萊德】歐錦葵嬰幼兒慕絲650ml(呵護新生肌膚)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363000,【3M】兒童牙線棒杯裝(55支入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363026,【3M】星座牙線棒盒裝(156支入)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363027,【3M】兒童牙線棒散裝包
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363982,【3M】護牙牙間刷12支入-L型SSS(0.7mm)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363983,【3M】護牙牙間刷12支入-L型SS(0.8mm)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,6363985,【3M】護牙牙間刷12支入-L型M(1.2mm)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,LG生活健康Health Care,口腔保健專區,麗奇,6385233,【麗奇】REACH潔牙線50M六入箱購組(2款任選)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,THE BODY SHOP,頭髮功能/品項,THE BODY SHOP 美體小舖,6403498,【THE BODY SHOP 美體小舖】乳油木果豐盈髮膜-240ML
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Johnsons 嬌生,6533610,【Johnsons 嬌生】嬰兒洗髮沐浴露500ml(嬰兒沐浴/嬰兒洗髮)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,成分分類,DHC,6743537,【DHC】葉酸30日份(30粒/包)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6743542,【DHC】維他命E 30日份(30粒/包 抗氧化 促進代謝 增強體力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6743558,【DHC】活力綜合維他命30日份(30粒/入 增強體力 增強免疫 日本製)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,6778004,【Das Marchen 德國童話】舒壓茶茶包 無咖啡因(3gx7入/袋)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6778996,【DHC】活力綜合維他命30日份3入組(30粒/入 增強體力 增強免疫 日本製)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,成分分類,DHC,6780160,【DHC】啤酒酵母 30日份(150粒/包 活力充沛 營養補給 促進新陳代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6780232,【DHC】葡萄糖胺30日份(120粒/入 靈活行動 關節保健 長輩補充品)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6780591,【DHC】甲殼素30日份(90粒/入 膳食纖維 米胚芽 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6783679,【DHC】卵磷脂30日份(90粒/包)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6783759,【DHC】薏仁精華30日份(30粒/入 高濃縮 抗氧化)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6783824,【DHC】輔酶Q10+C 30日份(30粒/入 抗老化 養顏美容 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,成分分類,DHC,6783834,【DHC】輕盈對策30日份(120粒/入 代謝 順暢 高回購率)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6786035,【DHC】甲殼素30日份3包組(90粒/包 膳食纖維 米胚芽 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6786188,【DHC】輕盈對策30日份2入組(120粒/入 代謝 順暢 高回購率)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,6789179,【Das Marchen 德國童話】酸甜愛戀果粒茶包(5gx7入/袋)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6833903,【DHC】活力鋅元素30日份(30粒/包 代謝 提升體力 活力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6833905,【DHC】維他命B群30日份(60粒/入)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6833906,【DHC】維他命C+B2 30日份(60粒/包 抗氧 高濃度 B2)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6859177,【DHC】維他命E 90日份(90粒/入 抗氧化 促進代謝 增強體力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,成分分類,DHC,6859210,【DHC】大豆萃取異黃酮30日份(60粒/包 促進新陳代謝 養顏美容 更年期保養推薦)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,innisfree,館長推薦,innisfree,6859239,【innisfree】我的香氛沐浴乳330ml
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6864530,【DHC】綠藻30日份(90粒/入 CGF萃取 順暢 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,館長推薦,DHC,6864533,【DHC】綜合礦物質碇30日份(90粒/入 均衡 每日營養補給 全家適用)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6864572,【DHC】螺旋藻30日份(180粒/入 營養補給 促進代謝 調整體質)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6917083,【DHC】維他命E 90日份2入組(90粒/入 抗氧化 促進代謝 增強體力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6917085,【DHC】維他命E 90日份3入組(90粒/入 抗氧化 促進代謝 增強體力)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6925409,【DHC】啤酒酵母 30日份(150粒/包)*3包組(活力充沛 營養補給 促進新陳代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6925513,【DHC】維他命B群90日份2包組(180粒/包 改善疲勞 補充體力 日本原裝進口)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6925514,【DHC】維他命B群90日份4包組(180粒/包 改善疲勞 補充體力 日本原裝進口)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,6971038,【DHC】螺旋藻30日份3入組(180粒/入 營養補給 促進代謝 調整體質)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,居家生活│個人用品,3M,7024427,【3M】護牙牙間刷12支入-L型L(1.5mm)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,7053112,【DHC】綠藻30日份3入組(90粒/入 CGF萃取 順暢 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,7053114,【DHC】綠藻30日份6入組(90粒/入 CGF萃取 順暢 促進代謝)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,DHC熱銷分類,DHC,7053944,【DHC】名媛美容組(維他命C+B2 30日份+薏仁精華30日份)
FMCG,Beauty,Beauty Tools,Others,黃,個人清潔,3M,館長推薦,3M,7073183,VIP限定【3M】兒童牙線棒散裝包38支x6包(共228支)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,麗貝樂,7141630,【麗貝樂】Comfort黏貼型紙尿褲 S (3號30片/ 5-8kg適用)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,7214549,【Noodle&Boo】寶寶深層滋潤護髮乳-大(473ml)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,推薦品牌,Samova,7223048,【Samova】薄荷紅茶/微量咖啡因/ Istanbul Nights 伊斯坦堡之夜(Tea Tin Mini系列/20g)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,DHC熱銷分類,DHC,7229967,【DHC】小富婆必備組(卵磷脂30日份+維他命B群30日份)
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,DHC熱銷分類,DHC,7229976,【DHC】活力充沛組(活力鋅元素30日份+維他命B群30日份)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,7231821,【Noodle Boo】No.1 新生兒必備大瓶裝組
FMCG,Beauty,Beauty Tools,Others,黃,保健/醫療,DHC日本保健NO.1,功能分類,DHC,7330618,【DHC】黃香草木樨美體素 30日份(60粒/入 纖水元素 順暢 代謝)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,Noodle&Boo,7436933,【Noodle&Boo】完美主義抗皺撫紋修護霜(136g)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,母嬰用品｜安心無毒,嬰兒居家用品,麗貝樂,7497634,【麗貝樂】Touch黏貼型3號S紙尿褲/尿布(28片)_包購
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,7640251,【Das Marchen 德國童話】蜜桃玫果茶茶包 輕巧包(5gx15入/袋)
FMCG,Beauty,Beauty Tools,Others,藍,綠色生活,綠色生活館│有機認證•環保減塑,天然飲品,Das Marchen 德國童話,7640253,【Das Marchen 德國童話】貴族水果茶茶包 輕巧包(5gx15入/袋)
