site,level1,item_id,raw_brand,title,matched_name,matched_id,confidence,path,tagged_at,source_name,source_field,source_norm,latin,chinese,matched_id_num,pool_latin,pool_chinese,pool_category,alias_source,latin_length,risk
momo,Hardware & 3C,12757620,MSI 微星,【MSI 微星】B650M GAMING WIFI DDR5 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,12757621,MSI 微星,【MSI 微星】PRO B650M-B DDR5 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,12800631,WD 威騰,【WD】BLACK黑標 P10 Game Drive 2TB 2.5吋行動硬碟(WDBA2W0020BBK-WES1),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12800638,WD 威騰,【WD 威騰】藍標 2TB 3.5吋 7200轉 256MB 桌上型內接硬碟(WD20EZBX),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12814136,H&R 安室家,【H&R 安室家】27x21CM 13吋 LCD畫板 兒童畫板 畫圖板 手寫板 電子繪板 兒童畫板 電子畫板 畫畫板,H&R,5131488,79,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,H&R 安室家,品牌欄,hr安室家,hr,安室家,5131488,hr,,Motors,,2,True
momo,Hardware & 3C,12814154,H&R 安室家,【H&R安室家】34x25X1CM 16吋 LCD畫板 兒童畫板 畫圖板 手寫板 電子繪板 電子畫板 畫畫板,H&R,5131488,79,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,H&R 安室家,品牌欄,hr安室家,hr,安室家,5131488,hr,,Motors,,2,True
momo,Hardware & 3C,12922173,WD 威騰,【WD 威騰】WD8002PURP 紫標Pro 8TB 3.5吋監控系統硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12937797,HTC 宏達電,【HTC 宏達電】原廠 USonic MAX-320 入耳式耳機 Type-C - 灰(密封袋裝),HTC,1147210,85,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,HTC 宏達電,品牌欄,htc宏達電,htc,宏達電,1147210,htc,,Mobile & Gadgets,auto,3,True
momo,Hardware & 3C,12950765,WD 威騰,【WD 威騰】My Passport 1TB 2.5吋行動硬碟-藍(WDBYVG0010BBL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950766,WD 威騰,【WD 威騰】My Passport 1TB 2.5吋行動硬碟-紅(WDBYVG0010BRD-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950767,WD 威騰,【WD 威騰】My Passport 1TB 2.5吋行動硬碟-白(WDBYVG0010BWT-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950769,WD 威騰,【WD 威騰】My Passport 2TB 2.5吋行動硬碟-藍(WDBYVG0020BBL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950770,WD 威騰,【WD 威騰】My Passport 2TB 2.5吋行動硬碟-紅(WDBYVG0020BRD-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950771,WD 威騰,【WD 威騰】My Passport 2TB 2.5吋行動硬碟-白(WDBYVG0020BWT-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950775,WD 威騰,【WD 威騰】My Passport 4TB 2.5吋行動硬碟-白(WDBPKJ0040BWT-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950776,WD 威騰,【WD 威騰】My Passport 5TB 2.5吋行動硬碟-黑(WDBPKJ0050BBK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12950779,WD 威騰,【WD 威騰】My Passport 5TB 2.5吋行動硬碟-白(WDBPKJ0050BWT-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969894,WD 威騰,【WD 威騰】WD My Passport 6TB 2.5吋行動硬碟-黑(WDBR9S0060BBK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969895,WD 威騰,【WD 威騰】WD My Passport 6TB 2.5吋行動硬碟-藍(WDBR9S0060BBL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969896,WD 威騰,【WD 威騰】WD My Passport Ultra 6TB USB-C 2.5吋行動硬碟-星曜藍(WDBEJA0060BBL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969897,WD 威騰,【WD 威騰】WD My Passport 6TB 2.5吋行動硬碟-紅(WDBR9S0060BRD-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969898,WD 威騰,【WD 威騰】WD My Passport 6TB 2.5吋行動硬碟-白(WDBR9S0060BWT-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969899,WD 威騰,【WD 威騰】WD My Passport Ultra for Mac 6TB 2.5吋USB-C行動硬碟-炫光銀(WDBGKC0060BSL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969900,WD 威騰,【WD 威騰】WD_BLACK P10 Game Drive 6TB 2.5吋電競行動硬碟(WDBZ7D0060BBK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969903,WD 威騰,【WD 威騰】My Passport Ultra 6TB Type-C 2.5吋 行動硬碟 藍(WDBEJA0060BBL-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12969904,WD 威騰,【WD 威騰】My Passport Ultra for Mac 6TB Type-C 2.5吋 行動硬碟 銀,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,12970729,WD 威騰,【WD 威騰】BLACK黑標 P10 Game Drive 6TB 2.5吋行動硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13037593,MSI 微星,【MSI 微星】GT 710 2GD3H LP 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13037594,MSI 微星,【MSI 微星】GT 710 2GD3H 4HDMI 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13058976,WD 威騰,【WD 威騰】Elements 6TB 2.5吋行動硬碟(WDBHJS0060BBK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13100101,AMD 超微,【AMD 超微】Ryzen R9-9950X 16核心 CPU處理器(4.3 GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13100102,AMD 超微,【AMD 超微】Ryzen R9-9900X 12核心 CPU處理器(4.4 GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13100103,AMD 超微,【AMD 超微】Ryzen R7-9700X 8核心 CPU處理器(3.8GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13100104,AMD 超微,【AMD 超微】Ryzen R5-9600X 6核心 CPU處理器(3.9 GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13156615,MSI 微星,【MSI 微星】MAG FORGE M100R WHITE 電腦機殼(電腦機殼/MATX/微星/MSI/RTX40),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13281743,WD 威騰,【WD 威騰】BLACK 黑標 P10 Game Drive 6TB 2.5吋行動硬碟(粉紅特仕版),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13289678,HTC 宏達電,【HTC 宏達電】原廠 MAX-320 USonic超聲動 入耳式Type-C耳機 - 灰色(密封裝),HTC,1147210,85,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,HTC 宏達電,品牌欄,htc宏達電,htc,宏達電,1147210,htc,,Mobile & Gadgets,auto,3,True
momo,Hardware & 3C,13301959,WD 威騰,【WD 威騰】WD_BLACK P10 Game Drive 4TB 粉紅版 2.5吋電競行動硬碟(WDBZ7D0040BPK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13301960,WD 威騰,【WD 威騰】WD_BLACK P10 Game Drive 2TB 粉紅版 2.5吋電競行動硬碟(WDBA2W0020BPK-WES1),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13342630,MSI 微星,【MSI 微星】GT 710 2GD3H 4HDMI顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13408533,WD 威騰,【WD 威騰】WD_BLACK P10 Game Drive 6TB 粉紅版 2.5吋電競行動硬碟(WDBZ7D0060BPK-WESN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13408534,WD 威騰,【WD 威騰】WD_BLACK SN850X 4TB Gen4 PCIe SSD固態硬碟 5年保 含散熱 7300MB/s WDS400T2XHE,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13420154,WD 威騰,【WD 威騰】WD My Passport Ultra 6TB 2.5吋USB-C行動硬碟(翡翠綠),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13425004,MSI 微星,【MSI 微星】GeForce RTX 3050 VENTUS 2X E 6G OC 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13445904,WD 威騰,【WD 威騰】WD_BLACK 黑標 SN850P 8TB M.2 NVMe PCIe SSD固態硬碟(WDBBYV0080BNC-WRSN),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13454798,WD 威騰,【WD 威騰】20週年翡翠紀念版-My Passport Ultra 2TB USB-C 2.5吋行動硬碟(WDBJXT0020BGN-WESN/翡翠綠),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13454799,WD 威騰,【WD 威騰】20週年翡翠紀念版-My Passport Ultra 6TB USB-C 2.5吋行動硬碟(WDBECU0060BGN-WESN/翡翠綠),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13468948,MSI 微星,【MSI 微星】DATAMAG 20GBPS 1TB 磁吸式外接SSD (讀1600MB/寫1500MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13468949,MSI 微星,【MSI 微星】DATAMAG 20GBPS 2TB 磁吸式外接SSD (讀1600MB/寫1500MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13488908,WD 威騰,【WD 威騰】G-DRIVE ArmorATD 2TB 2.5吋行動硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13488909,WD 威騰,【WD 威騰】G-DRIVE ArmorATD 4TB 2.5吋行動硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13488910,WD 威騰,【WD 威騰】G-DRIVE ArmorATD 5TB 2.5吋行動硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13488911,WD 威騰,【WD 威騰】G-DRIVE ArmorATD 6TB 2.5吋行動硬碟,WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13491509,WD 威騰,【WD 威騰】WD BLUE 藍標 SN5000 NVMe SSD 4T硬碟(WDS400T4B0E),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13541152,MSI 微星,【MSI 微星】PRO B650-S WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13572942,MSI 微星,【MSI 微星】PRO Z890-S WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13588558,MSI 微星,【MSI 微星】MAG A650BNL WHITE 650W 銅牌 電源供應器,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13598053,MSI 微星,【MSI 微星】Claw 8 AI+ 電競遊戲掌機(Ultra 7 258V/32G/1T PCIe SSD/W11/A2VM-002TW),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13617131,MSI 微星,【MSI 微星】F120 ARGB WHITE-3RW 機殼散熱風扇(白色),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13617134,MSI 微星,【MSI 微星】MSI MAG CORELIQUID A13 240 水冷風扇,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13617135,MSI 微星,【MSI 微星】MAG CORELIQUID A13 240 WHITE 水冷風扇,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13617137,MSI 微星,【MSI 微星】MAG CORELIQUID A13 360 水冷風扇,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13617138,MSI 微星,【MSI 微星】MAG F120 ARGB-3RB 機殼散熱風扇,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13621533,MSI 微星,【MSI 微星】PRO B850-P WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13630186,MSI 微星,【MSI 微星】B860M GAMING PLUS WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13630187,MSI 微星,【MSI 微星】MAG B860 TOMAHAWK WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13641648,MSI 微星,【MSI 微星】SPATIUM M470 Pro 2TB M.2 2280 PCIe 4.0 SSD固態硬碟 (讀6000MB/寫5000MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13648523,WD 威騰,【WD 威騰】藍標 SA510 4TB 2.5吋 SATA SSD(讀：560Ms/寫：520Ms),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13652521,MSI 微星,【MSI 微星】MPG X870E CARBON WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13655993,MSI 微星,【MSI 微星】SPATIUM M450 1TB V1 Gen4 M.2 2280 PCIe SSD固態硬碟 (讀3400MB/寫2400MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13679613,MSI 微星,【MSI 微星】Claw Travel Case II 電競掌機旅行收納包(Claw 8 AI+ A2VM-002TW專用),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13691952,MSI 微星,【MSI 微星】MAESTRO 300 輕量化電競耳機,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13709568,MSI 微星,【MSI 微星】SPATIUM M560 1TB M.2 2280 PCIe 5.0 SSD固態硬碟 (讀10200MB/寫8400MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13709569,MSI 微星,【MSI 微星】SPATIUM M560 2TB M.2 2280 PCIe 5.0 SSD固態硬碟 (讀10300MB/寫8700MB),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13722871,MSI 微星,【MSI 微星】18吋R9-9955HX3D RTX 5090-24G電競筆電(Raider A18 HX/64G/2T SSD/Win11/A9WJG-043TW),MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13743246,MSI 微星,【MSI 微星】板+U組合 AMD★B850 GAMING PLUS WIFI 主機板+Ryzen R7-9700X 8核心處理器,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13743257,MSI 微星,【MSI 微星】板+U組合 AMD★PRO B850-P WIFI 主機板+Ryzen R7-9700X 8核心處理器,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13757805,MSI 微星,【MSI 微星】GeForce RTX 5070 12G GAMING TRIO OC顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13757806,MSI 微星,【MSI 微星】GeForce RTX 5070 12G SHADOW 2X OC 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13757807,MSI 微星,【MSI 微星】GeForce RTX 5070 12G VENTUS 3X OC 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13761733,MSI 微星,【MSI 微星】MPG X870E EDGE TI WIFI 主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13785193,WD 威騰,【WD 威騰】2入★紅標 Plus 8TB 3.5吋 5640轉 256MB NAS 內接硬碟(WD80EFPX),WD,3894375,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,WD 威騰,品牌欄,wd威騰,wd,威騰,3894375,wd,,Hardware & 3C,auto,2,True
momo,Hardware & 3C,13788068,MSI 微星,【MSI 微星】GeForce RTX 5070 12G VENTUS 2X OC 顯示卡,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13788359,AMD 超微,【AMD 超微】Ryzen 9-9900X3D 12核心 CPU處理器(4.4GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13788360,AMD 超微,【AMD 超微】Ryzen 9-9950X3D 16核心 CPU處理器(4.3GHz),AMD,1146249,98,1.3 品牌欄完全相符,2026-09-21 14:58:53,AMD 超微,品牌欄,amd超微,amd,超微,1146249,amd,,Hardware & 3C,auto,3,True
momo,Hardware & 3C,13793269,MSI 微星,【MSI 微星】MAG X870E TOMAHAWK WIFI AMD主機板,MSI,2563405,93,1.4 品牌欄相符（品牌庫有重複，取業績最高）,2026-09-21 14:58:53,MSI 微星,品牌欄,msi微星,msi,微星,2563405,msi,,Hardware & 3C,auto,3,True
